@relation FuncionCuadratica

@attribute controlVar0 numeric
@attribute controlVar1 numeric
@attribute varObjetivo numeric

@data
0.899158,0.3,0.985031
0.901615,0.4,0.970081
0.903376,0.5,0.977706
0.90579,0.6,0.988219
0.907338,0.7,0.992458
0.908702,0.8,0.997264
0.910628,0.9,0.92498
0.921585,-1,0.668892
0.885696,-0.9,0.331821
0.886926,-0.8,0.664537
0.893033,-0.7,0.464437
0.892618,-0.6,0.538238
0.899365,-0.5,0.784029
0.897343,-0.4,0.799796
0.899796,-0.3,0.826598
0.898898,-0.2,0.810112
0.901414,-0.1,0.884408
0.905567,0,0.90439
0.904933,0.1,0.922789
0.904819,0.2,0.942148
0.905515,0.3,0.959417
0.906176,0.4,0.991825
0.90936,0.5,0.993688
0.913111,0.6,0.994309
0.914014,0.7,0.996261
0.914683,0.8,0.998796
0.917416,0.9,0.998753
0.926979,-1,0.664008
0.881476,-0.9,0.47537
0.894647,-0.8,0.693916
0.897677,-0.7,0.528615
0.901778,-0.6,0.70258
0.904519,-0.5,0.807197
0.906156,-0.4,0.685884
0.907108,-0.3,0.842243
0.907982,-0.2,0.831204
0.909401,-0.1,0.885083
0.910448,0,0.910466
0.913123,0.1,0.939628
0.913899,0.2,0.965065
0.914472,0.3,0.959296
0.915352,0.4,0.97004
0.916618,0.5,0.998043
0.918266,0.6,0.99302
0.921168,0.7,0.966348
0.923332,0.8,0.98259
0.925204,0.9,0.998901
0.934591,-1,0.680224
0.902261,-0.9,0.375074
0.902727,-0.8,0.38878
0.90579,-0.7,0.732575
0.909012,-0.6,0.751874
0.909479,-0.5,0.683079
0.910851,-0.4,0.825706
0.913793,-0.3,0.839303
0.9147,-0.2,0.854211
0.916948,-0.1,0.897944
0.918357,0,0.917366
0.918915,0.1,0.960912
0.919115,0.2,0.952538
0.922148,0.3,0.985694
0.921621,0.4,0.976182
0.924121,0.5,0.998584
0.924702,0.6,0.994121
0.925566,0.7,0.997901
0.928097,0.8,0.718077
0.937547,0.9,0.968037
0.938373,-1,0.727742
0.90731,-0.9,0.688819
0.910769,-0.8,0.703284
0.913602,-0.7,0.496414
0.91828,-0.6,0.773958
0.917119,-0.5,0.804309
0.91945,-0.4,0.833252
0.919893,-0.3,0.852888
0.922155,-0.2,0.880803
0.924326,-0.1,0.881238
0.923269,0,0.923016
0.92433,0.1,0.94062
0.926045,0.2,0.958952
0.926073,0.3,0.978706
0.927168,0.4,0.97878
0.931378,0.5,0.997983
0.932033,0.6,0.960546
0.930613,0.7,0.997696
0.936443,0.8,0.996557
0.937848,0.9,0.996718
0.955484,-1,0.502526
0.912436,-0.9,0.7073
0.919312,-0.8,0.699283
0.919779,-0.7,0.731596
0.922283,-0.6,0.765605
0.922727,-0.5,0.616568
0.927411,-0.4,0.833694
0.927709,-0.3,0.863991
0.927198,-0.2,0.887337
0.929734,-0.1,0.911524
0.930617,0,0.930613
0.933076,0.1,0.955475
0.932784,0.2,0.958902
0.932882,0.3,0.974808
0.935368,0.4,0.986628
0.936737,0.5,0.9985
0.938914,0.6,0.993639
0.939189,0.7,0.998475
0.941804,0.8,0.997736
0.941651,0.9,0.998594
0.952465,-1,0.700152
0.922473,-0.9,0.338791
0.922656,-0.8,0.694133
0.924713,-0.7,0.755121
0.929132,-0.6,0.785284
0.931068,-0.5,0.732432
0.932161,-0.4,0.847109
0.932798,-0.3,0.848797
0.934296,-0.2,0.899246
0.936828,-0.1,0.918055
0.936587,0,0.934967
0.938091,0.1,0.954087
0.939087,0.2,0.986476
0.939883,0.3,0.978453
0.939827,0.4,0.99254
0.942436,0.5,0.994685
0.943525,0.6,0.989285
0.94603,0.7,0.998156
0.950031,0.8,0.977584
0.947842,0.9,0.998516
0.954376,-1,0.542485
0.928243,-0.9,0.717115
0.930815,-0.8,0.726269
0.933552,-0.7,0.755922
0.929401,-0.6,0.658787
0.937906,-0.5,0.851799
0.939362,-0.4,0.758407
0.938745,-0.3,0.87884
0.94028,-0.2,0.903108
0.94221,-0.1,0.91322
0.943126,0,0.941945
0.942633,0.1,0.958369
0.944533,0.2,0.971947
0.944947,0.3,0.98167
0.947276,0.4,0.997842
0.948107,0.5,0.995671
0.948691,0.6,0.998421
0.949382,0.7,0.998574
0.950201,0.8,0.92586
0.952758,0.9,0.980577
0.963584,-1,0.636973
0.933178,-0.9,0.755498
0.938409,-0.8,0.743381
0.938486,-0.7,0.769396
0.941299,-0.6,0.670416
0.942936,-0.5,0.510777
0.944805,-0.4,0.835861
0.945065,-0.3,0.899731
0.945725,-0.2,0.910731
0.947159,-0.1,0.91868
0.948413,0,0.946814
0.948001,0.1,0.961076
0.948165,0.2,0.972602
0.949046,0.3,0.984938
0.949867,0.4,0.991562
0.951495,0.5,0.997237
0.95478,0.6,0.996253
0.953456,0.7,0.97349
0.956297,0.8,0.994821
0.958312,0.9,0.810928
0.96603,-1,0.745235
0.931625,-0.9,0.492347
0.943946,-0.8,0.801666
0.94489,-0.7,0.804717
0.946236,-0.6,0.658371
0.950251,-0.5,0.842827
0.945283,-0.4,0.680198
0.949366,-0.3,0.887591
0.952331,-0.2,0.871421
0.951292,-0.1,0.935086
0.95249,0,0.951209
0.951621,0.1,0.977504
0.952275,0.2,0.978662
0.955,0.3,0.989139
0.955341,0.4,0.994739
0.956792,0.5,0.994202
0.958857,0.6,0.989727
0.958551,0.7,0.998726
0.961115,0.8,0.950033
0.962699,0.9,0.991649
0.96862,-1,0.545415
0.939827,-0.9,0.639656
0.946991,-0.8,0.599176
0.949057,-0.7,0.81552
0.951372,-0.6,0.830828
0.948058,-0.5,0.778471
0.949463,-0.4,0.829565
0.95404,-0.3,0.858897
0.955084,-0.2,0.910265
0.956722,-0.1,0.944292
0.958024,0,0.957145
0.958146,0.1,0.979714
0.960025,0.2,0.991368
0.959554,0.3,0.988831
0.959289,0.4,0.996608
0.961444,0.5,0.998894
0.96254,0.6,0.998579
0.964041,0.7,0.982804
0.965154,0.8,0.997118
0.966,0.9,0.883711
0.974113,-1,0.81612
0.951564,-0.9,0.717119
0.95301,-0.8,0.765087
0.952371,-0.7,0.736779
0.956418,-0.6,0.856201
0.957565,-0.5,0.772448
0.958347,-0.4,0.886687
0.957606,-0.3,0.873449
0.957974,-0.2,0.907107
0.962864,-0.1,0.950641
0.961931,0,0.962008
0.962278,0.1,0.973532
0.963465,0.2,0.987524
0.963244,0.3,0.992082
0.964492,0.4,0.996783
0.966059,0.5,0.997598
0.96643,0.6,0.997761
0.967981,0.7,0.99383
0.969096,0.8,0.935433
0.971293,0.9,0.959972
0.976069,-1,0.675119
0.952088,-0.9,0.570933
0.956242,-0.8,0.803723
0.959174,-0.7,0.810263
0.96151,-0.6,0.679335
0.962516,-0.5,0.882283
0.962762,-0.4,0.841074
0.964171,-0.3,0.914299
0.964892,-0.2,0.888443
0.965796,-0.1,0.931041
0.965233,0,0.963217
0.967521,0.1,0.983533
0.967932,0.2,0.984922
0.968613,0.3,0.993882
0.967794,0.4,0.99804
0.970885,0.5,0.984207
0.969864,0.6,0.995521
0.972035,0.7,0.992322
0.97432,0.8,0.99039
0.974623,0.9,0.971601
0.980273,-1,0.499884
0.957877,-0.9,0.777684
0.962944,-0.8,0.353801
0.963379,-0.7,0.817417
0.965931,-0.6,0.732156
0.965126,-0.5,0.731785
0.967386,-0.4,0.904338
0.9701,-0.3,0.934842
0.969231,-0.2,0.940255
0.97007,-0.1,0.941699
0.969596,0,0.968839
0.970329,0.1,0.98251
0.971797,0.2,0.986983
0.97279,0.3,0.996217
0.973425,0.4,0.998414
0.974103,0.5,0.983329
0.974383,0.6,0.833701
0.977656,0.7,0.974917
0.976997,0.8,0.891408
0.978222,0.9,0.975138
0.983437,-1,0.815921
0.965786,-0.9,0.516518
0.966386,-0.8,0.828593
0.968311,-0.7,0.818077
0.969658,-0.6,0.860081
0.969714,-0.5,0.8864
0.971579,-0.4,0.912376
0.9727,-0.3,0.854764
0.972641,-0.2,0.946471
0.973811,-0.1,0.956291
0.973814,0,0.972261
0.974124,0.1,0.983581
0.975126,0.2,0.997292
0.976627,0.3,0.995516
0.976225,0.4,0.998034
0.978165,0.5,0.964332
0.977839,0.6,0.993934
0.979443,0.7,0.846901
0.981771,0.8,0.928738
0.982257,0.9,0.983344
0.985633,-1,0.794502
0.968657,-0.9,0.605719
0.969805,-0.8,0.820453
0.972061,-0.7,0.621007
0.972835,-0.6,0.822915
0.975071,-0.5,0.894938
0.974415,-0.4,0.912552
0.976035,-0.3,0.945337
0.976976,-0.2,0.952442
0.977862,-0.1,0.961055
0.977543,0,0.977679
0.978041,0.1,0.989979
0.9787,0.2,0.993617
0.979451,0.3,0.99717
0.980187,0.4,0.996454
0.980866,0.5,0.976776
0.981084,0.6,0.993441
0.982444,0.7,0.986347
0.983137,0.8,0.79583
0.987195,0.9,0.85882
0.988581,-1,0.862665
0.973693,-0.9,0.666255
0.9735,-0.8,0.827762
0.975241,-0.7,0.855948
0.976337,-0.6,0.675218
0.978208,-0.5,0.834679
0.977962,-0.4,0.929222
0.980359,-0.3,0.89224
0.979728,-0.2,0.956148
0.979944,-0.1,0.956367
0.980671,0,0.980257
0.981209,0.1,0.991552
0.982662,0.2,0.997418
0.982438,0.3,0.997025
0.983611,0.4,0.979429
0.983673,0.5,0.996909
0.985022,0.6,0.991962
0.985988,0.7,0.936659
0.98673,0.8,0.976054
0.987598,0.9,0.956761
0.99193,-1,0.768145
0.975951,-0.9,0.452215
0.978318,-0.8,0.855
0.979711,-0.7,0.896896
0.98037,-0.6,0.900222
0.981326,-0.5,0.775129
0.981183,-0.4,0.913266
0.983193,-0.3,0.956937
0.982802,-0.2,0.963193
0.983532,-0.1,0.973723
0.984247,0,0.983484
0.984168,0.1,0.991946
0.985364,0.2,0.997562
0.985581,0.3,0.984441
0.986731,0.4,0.996819
0.986833,0.5,0.992436
0.988653,0.6,0.959567
0.989111,0.7,0.983471
0.98832,0.8,0.892765
0.989926,0.9,0.95689
0.992538,-1,0.468677
0.974439,-0.9,0.624535
0.980681,-0.8,0.86248
0.983468,-0.7,0.767047
0.984326,-0.6,0.893748
0.984472,-0.5,0.91543
0.984991,-0.4,0.864233
0.985047,-0.3,0.935096
0.986269,-0.2,0.965871
0.987233,-0.1,0.977818
0.987117,0,0.987595
0.987599,0.1,0.992883
0.987736,0.2,0.997479
0.988024,0.3,0.988377
0.989009,0.4,0.983397
0.990161,0.5,0.995434
0.989719,0.6,0.906143
0.992906,0.7,0.944483
0.990916,0.8,0.710006
0.992804,0.9,0.953034
0.993942,-1,0.739214
0.98193,-0.9,0.836643
0.981276,-0.8,0.736314
0.984998,-0.7,0.895191
0.986711,-0.6,0.753634
0.988057,-0.5,0.921267
0.988046,-0.4,0.894558
0.987491,-0.3,0.903102
0.988692,-0.2,0.972969
0.98945,-0.1,0.982033
0.989785,0,0.988694
0.989447,0.1,0.993841
0.990255,0.2,0.994375
0.99093,0.3,0.997547
0.990818,0.4,0.911672
0.991054,0.5,0.980319
0.991832,0.6,0.980075
0.992243,0.7,0.84921
0.992535,0.8,0.969275
0.993608,0.9,0.954801
0.995434,-1,0.64793
0.986183,-0.9,0.457929
0.985409,-0.8,0.593584
0.98632,-0.7,0.89771
0.989661,-0.6,0.928438
0.9892,-0.5,0.944218
0.991064,-0.4,0.957193
0.990237,-0.3,0.960592
0.990874,-0.2,0.950719
0.990378,-0.1,0.980586
0.991495,0,0.991151
0.991706,0.1,0.995515
0.99226,0.2,0.994754
0.992398,0.3,0.98236
0.992412,0.4,0.99346
0.993207,0.5,0.983431
0.994238,0.6,0.926819
0.994288,0.7,0.964414
0.994146,0.8,0.632867
0.995021,0.9,0.914403
0.996558,-1,0.915913
0.989052,-0.9,0.86767
0.990007,-0.8,0.87836
0.989343,-0.7,0.867264
0.989872,-0.6,0.867403
0.991532,-0.5,0.924865
0.992534,-0.4,0.92076
0.992565,-0.3,0.964981
0.992726,-0.2,0.977925
0.99305,-0.1,0.975734
0.993448,0,0.993146
0.993049,0.1,0.996346
0.993901,0.2,0.992875
0.994199,0.3,0.995722
0.994085,0.4,0.957179
0.994197,0.5,0.986293
0.994904,0.6,0.927721
0.996063,0.7,0.892481
0.995818,0.8,0.948536
0.995885,0.9,0.70848
0.997207,-1,0.884473
0.991261,-0.9,0.600441
0.991288,-0.8,0.757474
0.992304,-0.7,0.689932
0.991452,-0.6,0.865412
0.993517,-0.5,0.958799
0.993967,-0.4,0.955021
0.994401,-0.3,0.971108
0.994401,-0.2,0.98112
0.994392,-0.1,0.988004
0.994538,0,0.993887
0.995071,0.1,0.997208
0.994865,0.2,0.997182
0.995591,0.3,0.99482
0.995508,0.4,0.988882
0.99587,0.5,0.917708
0.995924,0.6,0.97144
0.996084,0.7,0.865367
0.997273,0.8,0.828754
0.996581,0.9,0.94554
0.997193,-1,0.664775
0.992039,-0.9,0.859155
0.99389,-0.8,0.780983
0.994158,-0.7,0.912822
0.994044,-0.6,0.92723
0.993638,-0.5,0.888673
0.99404,-0.4,0.944917
0.995586,-0.3,0.943407
0.99522,-0.2,0.988331
0.995593,-0.1,0.991665
0.995779,0,0.995447
0.996259,0.1,0.996072
0.99602,0.2,0.996089
0.996298,0.3,0.989555
0.996444,0.4,0.956341
0.996548,0.5,0.978506
0.996727,0.6,0.959093
0.997104,0.7,0.91247
0.997148,0.8,0.950101
0.997213,0.9,0.788898
0.99718,-1,0.926725
0.994566,-0.9,0.828539
0.995036,-0.8,0.708159
0.995103,-0.7,0.931338
0.995719,-0.6,0.944459
0.996042,-0.5,0.951383
0.996526,-0.4,0.916408
0.996314,-0.3,0.982869
0.996539,-0.2,0.982492
0.996594,-0.1,0.990419
0.996576,0,0.99632
0.99665,0.1,0.997178
0.996844,0.2,0.995096
0.99707,0.3,0.966622
0.996909,0.4,0.956888
0.997003,0.5,0.977133
0.99709,0.6,0.965476
0.997277,0.7,0.946777
0.99723,0.8,0.623823
0.996404,0.9,0.931526
0.997,-1,0.699449
0.992481,-0.9,0.747497
0.995688,-0.8,0.900843
0.996274,-0.7,0.768956
0.996026,-0.6,0.949675
0.996784,-0.5,0.914837
0.996908,-0.4,0.972746
0.996884,-0.3,0.982517
0.996804,-0.2,0.955939
0.996861,-0.1,0.99365
0.997193,0,0.996858
0.997166,0.1,0.997448
0.997233,0.2,0.993118
0.997384,0.3,0.988817
0.997489,0.4,0.945414
0.997354,0.5,0.957908
0.997262,0.6,0.965867
0.997311,0.7,0.940044
0.997321,0.8,0.904995
0.996975,0.9,0.632231
0.996653,-1,0.899675
0.996316,-0.9,0.839198
0.996054,-0.8,0.87447
0.997195,-0.7,0.921018
0.997502,-0.6,0.956122
0.99699,-0.5,0.945281
0.997439,-0.4,0.930874
0.997188,-0.3,0.985552
0.997229,-0.2,0.992854
0.99721,-0.1,0.994039
0.997355,0,0.996792
0.997582,0.1,0.996735
0.997284,0.2,0.994214
0.997267,0.3,0.986954
0.997201,0.4,0.977322
0.997125,0.5,0.975446
0.997067,0.6,0.895983
0.996709,0.7,0.898824
0.996849,0.8,0.697644
0.997101,0.9,0.89551
